transaction_id,user_id,timestamp,amount,latitude,longitude,device_id,recipient_id,is_fraud
T005311,U137,2026-05-23T04:47:38.958547,25.96,-13.01666,-38.56135,DEV0350,M084,0
T005312,U158,2026-05-23T19:38:32.926390,80.33,-22.93277,-43.15988,DEV0180,U363,0
T005313,U364,2026-05-23T07:10:20.951646,17.84,-15.74744,-47.88698,DEV0051,M084,0
T005314,U095,2026-05-23T12:20:47.147195,1.17,-23.50363,-46.56072,DEV0099,M003,0
T005315,U321,2026-05-23T22:08:00.422076,61.76,-22.92623,-43.21042,DEV0596,U192,0
T005316,U163,2026-05-23T03:48:53.980686,26.35,-19.8489,-43.88945,DEV0380,U276,0
T005317,U459,2026-05-24T10:53:49.743674,19.03,-22.87278,-43.18539,DEV0016,M091,0
T005318,U328,2026-05-24T01:08:57.303530,533.57,-23.56053,-46.62618,DEV0296,M029,0
T005319,U101,2026-05-23T19:04:01.306800,33.08,-23.5388,-46.60028,DEV0688,M001,0
T005320,U028,2026-05-24T04:36:15.295767,345.15,-25.45179,-49.2307,DEV0396,U116,1
T005321,U253,2026-05-24T07:56:12.362447,297.49,-15.75707,-47.8677,DEV0578,M042,0
T005322,U321,2026-05-23T22:41:06.212692,2.1,-22.95631,-43.15252,DEV0596,U031,0
T005323,U440,2026-05-23T18:26:37.576163,133.16,-15.75022,-47.87038,DEV0406,M080,0
T005324,U104,2026-05-23T10:05:39.093629,453.03,-13.03853,-38.52155,DEV0563,M054,0
T005325,U196,2026-05-23T22:23:19.760086,55.99,-15.75531,-48.02378,DEV0653,M073,0
T005326,U186,2026-05-23T04:09:35.798710,10.73,-25.3505,-49.27986,DEV0506,M082,0
T005327,U379,2026-05-23T15:38:18.485347,130.89,-19.90569,-43.88721,DEV0662,U442,0
T005328,U262,2026-05-23T15:44:12.179006,464.7,-25.34735,-49.28087,DEV0069,U110,0
T005329,U342,2026-05-23T21:20:17.291166,368.49,-25.51366,-49.22901,DEV0015,M009,0
T005330,U290,2026-05-24T04:46:36.339335,43.55,-30.0062,-51.1461,DEV0485,M092,0
T005331,U012,2026-05-23T19:06:25.940878,24.42,-29.9885,-51.25803,DEV0190,M001,0
T005332,U044,2026-05-23T20:46:47.092881,358.87,-15.69225,-47.96922,DEV0795,U324,0
T005333,U400,2026-05-23T12:29:52.674382,326.97,-15.75661,-47.95205,DEV0761,M065,0
T005334,U361,2026-05-23T07:51:24.406119,56.18,-25.31608,-49.25724,DEV0356,U473,0
T005335,U118,2026-05-23T06:44:16.533968,57.03,-15.77769,-47.94351,DEV0570,U449,0
T005336,U085,2026-05-23T11:05:32.410995,281.63,-25.38231,-49.23384,DEV0144,M076,0
T005337,U132,2026-05-23T03:23:40.739919,17.15,-22.78445,-43.19859,DEV0570,M085,0
T005338,U127,2026-05-23T13:45:33.796082,253.41,-23.49842,-46.71298,DEV0776,M001,0
T005339,U356,2026-05-23T07:44:37.803737,66.43,-22.79599,-43.17273,DEV0550,M087,0
T005340,U331,2026-05-22T20:39:24.768688,31.54,-15.6752,-47.99387,DEV0291,M100,0
T005341,U282,2026-05-23T22:44:40.313094,25.51,-29.99092,-51.18938,DEV0056,U220,0
T005342,U476,2026-05-23T16:34:29.274409,77.8,-12.97113,-38.54314,DEV0141,M045,0
T005343,U427,2026-05-23T15:15:41.752053,125.06,-15.72529,-47.95435,DEV0378,M069,0
T005344,U104,2026-05-23T14:38:46.799674,113.24,-13.00296,-38.58502,DEV0563,M047,0
T005345,U088,2026-05-23T18:44:34.630363,123.89,-13.10974,-38.47829,DEV0037,M053,0
T005346,U456,2026-05-24T09:47:07.779403,57.21,-23.49274,-46.61112,DEV0466,M057,0
T005347,U086,2026-05-23T15:21:19.995949,65.96,-23.52446,-46.66904,DEV0572,M094,0
T005348,U376,2026-05-23T06:32:26.192565,20.2,-19.91816,-44.03104,DEV0763,M069,0
T005349,U267,2026-05-23T05:14:56.423550,98.07,-25.38,-49.26583,DEV0360,U078,0
T005350,U242,2026-05-23T02:30:31.445409,26.72,-23.48794,-46.54287,DEV0085,M092,0
T005351,U445,2026-05-23T13:42:30.784196,14.89,-12.8906,-38.54987,DEV0073,U089,0
T005352,U170,2026-05-23T11:13:25.725581,40.84,-12.92229,-38.56032,DEV0602,M009,0
T005353,U309,2026-05-23T14:55:19.188339,4.8,-15.72474,-48.00328,DEV0606,M096,0
T005354,U043,2026-05-22T22:23:55.297318,219.58,-13.01673,-38.55448,DEV0218,M069,0
T005355,U150,2026-05-23T13:52:08.779308,2.66,-20.02131,-43.94608,DEV0086,U448,0
T005356,U209,2026-05-23T17:03:24.422216,484.93,-19.88266,-43.96124,DEV0348,M027,0
T005357,U297,2026-05-23T18:42:26.315039,20.01,-23.47426,-46.65462,DEV0748,U495,0
T005358,U238,2026-05-23T06:50:42.968481,109.67,-30.04129,-51.1435,DEV0518,U167,0
T005359,U045,2026-05-23T18:57:18.882686,28.09,-30.06723,-51.28248,DEV0554,M059,0
T005360,U304,2026-05-23T05:07:41.851717,176.78,-30.05504,-51.12739,DEV0664,U447,0
T005361,U240,2026-05-23T03:58:13.128912,487.54,-12.99695,-38.56977,DEV0023,M031,0
T005362,U428,2026-05-22T20:36:21.836431,49.99,-12.94659,-38.63127,DEV0342,M087,0
T005363,U357,2026-05-23T20:32:43.334185,234.82,-30.00897,-51.25834,DEV0346,M096,1
T005364,U248,2026-05-23T04:50:53.054011,651.11,-15.74721,-47.94963,DEV0771,U472,0
T005365,U247,2026-05-23T07:16:48.416133,41.96,-22.93746,-43.21499,DEV0250,M046,0
T005366,U315,2026-05-23T11:41:40.392205,34.41,-23.58945,-46.60069,DEV0140,U085,0
T005367,U050,2026-05-23T16:30:00.300070,405.36,-12.90399,-38.55121,DEV0036,U235,0
T005368,U342,2026-05-23T22:47:25.182124,96.83,-25.51894,-49.293,DEV0015,U349,0
T005369,U180,2026-05-24T06:44:34.169626,437.06,-23.55218,-46.61148,DEV0798,U111,0
T005370,U092,2026-05-23T00:24:55.256941,55.89,-25.4802,-49.31712,DEV0587,U068,0
T005371,U393,2026-05-23T09:46:54.287369,1250.38,-12.97647,-38.37953,DEV0055,M011,0
T005372,U410,2026-05-23T22:35:04.964777,72.1,-12.91419,-38.45165,DEV0523,U208,0
T005373,U074,2026-05-23T13:55:42.364394,19.96,-12.99768,-38.46623,DEV0610,M084,0
T005374,U339,2026-05-23T13:44:28.799948,14.16,-30.10222,-51.17625,DEV0616,M031,0
T005375,U088,2026-05-23T20:17:04.976617,911.76,-13.00419,-38.51778,DEV0037,M028,0
T005376,U483,2026-05-23T14:57:45.444037,29.7,-15.72005,-47.91821,DEV0376,U059,0
T005377,U115,2026-05-24T00:02:19.014563,1.64,-30.08434,-51.27824,DEV0253,M032,0
T005378,U088,2026-05-23T22:05:23.094819,177.98,-13.01076,-38.56717,DEV0037,M006,0
T005379,U184,2026-05-23T21:15:37.034319,116.15,-23.52965,-46.64285,DEV0076,U012,0
T005380,U163,2026-05-23T04:18:03.316979,48.71,-19.97006,-43.94102,DEV0380,M065,0
T005381,U066,2026-05-23T13:03:57.045219,1046.09,-12.93585,-38.49668,DEV0625,M061,0
T005382,U120,2026-05-23T07:23:46.174542,5.75,-29.97084,-51.14,DEV0663,M075,0
T005383,U440,2026-05-23T19:05:40.003942,445.35,-15.74942,-47.94581,DEV0406,M019,0
T005384,U386,2026-05-23T08:28:07.584472,24.98,-19.93753,-43.96456,DEV0318,M031,0
T005385,U428,2026-05-22T21:04:58.422265,20.1,-13.10189,-38.48308,DEV0342,M039,0
T005386,U138,2026-05-23T19:50:00.573831,886.99,-30.05977,-51.25519,DEV0656,M076,0
T005387,U472,2026-05-23T04:25:11.672030,29.88,-13.00906,-38.55226,DEV0722,M024,0
T005388,U018,2026-05-24T12:22:57.458628,5.79,-23.5505,-46.67144,DEV0346,U244,0
T005389,U317,2026-05-23T18:10:24.057638,371.96,-12.97959,-38.52747,DEV0139,M053,0
T005390,U150,2026-05-23T14:16:27.740659,4.99,-19.92587,-43.85531,DEV0086,M040,0
T005391,U496,2026-05-23T20:06:41.276500,257.2,-23.56503,-46.63796,DEV0753,M097,0
T005392,U047,2026-05-23T00:53:29.056398,57.96,-23.55404,-46.67616,DEV0564,M083,0
T005393,U131,2026-05-22T17:49:23.462483,107.62,-30.06839,-51.19919,DEV0190,M055,0
T005394,U400,2026-05-23T13:30:50.985464,101.33,-15.78769,-47.93391,DEV0761,M076,0
T005395,U349,2026-05-23T13:59:54.818392,27.75,-30.01184,-51.22862,DEV0228,M028,0
T005396,U036,2026-05-23T10:29:38.616082,47.6,-13.09575,-38.42144,DEV0490,U135,0
T005397,U376,2026-05-23T09:24:57.538980,34.6,-19.87471,-43.91364,DEV0763,M055,0
T005398,U040,2026-05-23T17:36:00.681516,3.33,-19.94271,-43.95552,DEV0684,M029,0
T005399,U386,2026-05-23T08:48:50.181637,15.56,-19.88216,-43.9492,DEV0318,M004,0
T005400,U286,2026-05-23T12:40:24.374340,312.24,-19.95212,-43.99285,DEV0623,M066,0
T005401,U435,2026-05-23T01:57:44.518509,98.37,-12.98092,-38.54724,DEV0292,U483,0
T005402,U054,2026-05-22T23:50:38.704477,22.78,-25.43233,-49.13546,DEV0556,M053,0
T005403,U284,2026-05-22T21:40:59.649176,63.24,-22.95805,-43.08641,DEV0365,M027,0
T005404,U023,2026-05-23T10:29:49.520539,13.25,-22.8395,-43.15267,DEV0390,M009,0
T005405,U117,2026-05-23T10:00:32.419113,3.41,-22.92669,-43.11872,DEV0793,U339,0
T005406,U108,2026-05-23T07:14:28.727929,4.84,-19.79829,-43.99151,DEV0516,M091,0
T005407,U057,2026-05-23T04:54:53.808366,11.68,-15.84057,-47.89258,DEV0225,M088,0
T005408,U045,2026-05-23T22:14:36.141845,38.24,-30.07969,-51.23967,DEV0554,M014,0
T005409,U059,2026-05-24T07:49:53.379956,2.85,-23.58999,-46.59967,DEV0259,M049,0
T005410,U310,2026-05-23T11:52:51.664215,13.27,-19.92621,-43.96367,DEV0574,M097,0
T005411,U245,2026-05-24T07:22:51.426370,220.66,-23.59799,-46.65514,DEV0488,U072,0
T005412,U246,2026-05-24T07:03:51.588704,24.29,-25.40335,-49.2306,DEV0095,M022,0
T005413,U265,2026-05-23T11:55:41.711611,7.12,-19.82799,-43.95487,DEV0111,M003,0
T005414,U388,2026-05-23T05:21:45.485458,89.21,-15.86029,-47.86333,DEV0144,M069,0
T005415,U313,2026-05-23T01:36:34.466765,102.83,-15.85711,-47.97278,DEV0410,M085,0
T005416,U256,2026-05-23T02:16:21.854779,27.41,-15.78875,-47.95617,DEV0335,M080,0
T005417,U075,2026-05-23T08:00:06.935849,36.37,-19.86757,-43.86248,DEV0511,M057,0
T005418,U335,2026-05-23T04:20:31.810640,86.25,-30.00973,-51.26083,DEV0616,U344,0
T005419,U186,2026-05-23T05:20:09.309793,374.87,-25.35707,-49.17045,DEV0506,M073,0
T005420,U038,2026-05-23T04:43:30.675527,62.88,-25.39734,-49.26473,DEV0033,M049,0
T005421,U289,2026-05-23T16:09:56.058578,59.79,-19.98175,-43.82291,DEV0015,M009,0
T005422,U106,2026-05-23T19:56:12.741447,153.54,-15.77595,-47.87113,DEV0609,M006,0
T005423,U271,2026-05-24T05:42:12.305493,25.43,-12.94675,-38.5152,DEV0005,U286,0
T005424,U448,2026-05-23T18:02:34.800474,7.28,-30.03739,-51.23746,DEV0131,U273,0
T005425,U375,2026-05-23T22:22:10.717620,528.43,-19.85733,-43.92569,DEV0418,M056,0
T005426,U120,2026-05-23T07:43:45.511673,70.96,-29.94758,-51.2095,DEV0663,U382,0
T005427,U445,2026-05-23T17:13:15.049378,3.54,-12.96747,-38.51919,DEV0073,M063,0
T005428,U455,2026-05-24T03:11:37.574309,283.33,-12.89335,-38.5363,DEV0374,M049,1
T005429,U159,2026-05-23T11:59:52.647026,363.43,-22.91209,-43.14255,DEV0659,M001,0
T005430,U150,2026-05-23T14:26:48.265177,6.69,-19.90997,-43.96073,DEV0086,M059,0
T005431,U319,2026-05-23T16:59:28.183473,196.77,-22.86822,-43.18356,DEV0010,M055,0
T005432,U374,2026-05-23T01:05:54.282038,20.55,-19.90238,-43.88383,DEV0386,M066,0
T005433,U335,2026-05-23T04:34:01.152236,193.98,-30.14112,-51.25013,DEV0616,U150,0
T005434,U416,2026-05-23T08:21:55.881482,113.5,-23.56641,-46.63138,DEV0714,M009,0
T005435,U095,2026-05-23T16:26:30.544406,180.73,-23.52035,-46.68038,DEV0099,M048,0
T005436,U006,2026-05-23T02:57:25.895183,5000.0,-13.0061,-38.5211,DEV0770,U418,1
T005437,U418,2026-05-23T02:57:35.895183,4950.0,-23.5505,-46.6333,DEV0115,U301,1
T005438,U301,2026-05-23T02:57:45.895183,4900.0,-12.9714,-38.5014,DEV0662,U006,1
T005439,U281,2026-05-22T21:17:37.973653,22.78,-13.02552,-38.46209,DEV0692,M100,0
T005440,U424,2026-05-24T01:00:15.980436,2.27,-15.77168,-47.87733,DEV0146,M096,0
T005441,U160,2026-05-23T07:16:09.596820,60.26,-23.55595,-46.63093,DEV0325,U184,0
T005442,U097,2026-05-23T13:07:34.864537,1483.74,-19.97144,-43.94207,DEV0720,U463,0
T005443,U489,2026-05-23T06:25:13.871798,278.42,-25.42841,-49.23121,DEV0710,U052,0
T005444,U230,2026-05-23T08:13:36.630868,235.77,-15.67354,-47.87628,DEV0242,U069,0
T005445,U123,2026-05-23T10:19:41.647001,234.36,-19.94654,-43.91225,DEV0246,M035,0
T005446,U058,2026-05-23T06:34:10.301504,174.31,-19.81974,-43.92815,DEV0633,U014,0
T005447,U318,2026-05-23T07:56:48.106002,21.95,-12.90954,-38.50171,DEV0259,M043,0
T005448,U372,2026-05-22T21:19:36.960992,82.67,-12.993,-38.47278,DEV0666,M056,0
T005449,U498,2026-05-23T13:08:48.433928,75.34,-30.08902,-51.27746,DEV0727,U106,0
T005450,U193,2026-05-23T01:23:10.149152,333.96,-19.91418,-43.88636,DEV0658,U271,0
T005451,U480,2026-05-22T22:34:28.625322,216.96,-25.47837,-49.29156,DEV0239,M078,0
T005452,U009,2026-05-22T23:00:41.207049,59.02,-15.78978,-47.96684,DEV0253,M093,0
T005453,U445,2026-05-23T17:38:50.839918,13.69,-12.91225,-38.52912,DEV0073,M057,0
T005454,U201,2026-05-23T07:51:14.612552,883.23,-30.05235,-51.19867,DEV0327,M069,0
T005455,U145,2026-05-23T15:53:11.056942,266.0,-23.53302,-46.53624,DEV0286,M062,1
T005456,U446,2026-05-23T20:46:52.228502,13.74,-23.63698,-46.62757,DEV0641,M032,0
T005457,U161,2026-05-23T03:57:29.361353,8.4,-30.02432,-51.24476,DEV0258,M012,0
T005458,U076,2026-05-24T10:48:54.479962,82.77,-23.55947,-46.553,DEV0201,M002,0
T005459,U107,2026-05-23T11:23:54.354400,94.63,-23.55764,-46.66678,DEV0453,U195,0
T005460,U040,2026-05-23T20:04:01.929494,13.36,-19.91886,-43.88603,DEV0684,M097,0
T005461,U082,2026-05-23T07:08:00.810023,72397.12,-30.03353,-51.15101,DEV0338,M017,1
T005462,U185,2026-05-23T04:04:14.202223,331.6,-25.38816,-49.31134,DEV0718,M049,0
T005463,U469,2026-05-23T12:27:06.459895,23.45,-22.95331,-43.23385,DEV0183,M008,0
T005464,U204,2026-05-23T12:08:51.097054,43.45,-30.0126,-51.24474,DEV0091,M005,0
T005465,U117,2026-05-23T13:59:58.031744,38.08,-23.02348,-43.16757,DEV0793,M043,0
T005466,U158,2026-05-23T23:44:48.790041,68.68,-22.95749,-43.09852,DEV0180,U251,0
T005467,U117,2026-05-23T14:03:22.210506,4.88,-22.84973,-43.12275,DEV0793,U090,0
T005468,U412,2026-05-23T04:54:11.887372,5000.0,-25.43704,-49.25943,DEV0532,U459,1
T005469,U459,2026-05-23T04:54:21.887372,4950.0,-22.9068,-43.1729,DEV0016,U098,1
T005470,U098,2026-05-23T04:54:31.887372,4900.0,-25.4284,-49.2733,DEV0161,U412,1
T005471,U360,2026-05-23T10:37:47.722096,426.18,-29.95588,-51.17736,DEV0616,M094,0
T005472,U398,2026-05-24T00:46:17.726034,47.14,-23.53945,-46.64192,DEV0759,U120,0
T005473,U064,2026-05-23T07:43:43.076045,1227.79,-23.56124,-46.69109,DEV0442,M069,0
T005474,U206,2026-05-24T12:54:07.072395,132.39,-12.96241,-38.40335,DEV0653,U347,0
T005475,U436,2026-05-23T14:20:46.647854,342.45,-13.00074,-38.55858,DEV0149,M048,0
T005476,U446,2026-05-23T21:12:04.632476,290.31,-23.54487,-46.58409,DEV0641,M087,0
T005477,U018,2026-05-24T14:53:09.620765,7.0,-23.58278,-46.58305,DEV0346,M092,0
T005478,U335,2026-05-23T07:37:44.121540,15.16,-30.02838,-51.24429,DEV0616,M082,0
T005479,U245,2026-05-24T21:07:17.076966,3339.66,-23.58335,-46.59128,DEV0488,U298,1
T005480,U259,2026-05-23T14:50:39.432685,202.5,-30.06667,-51.24396,DEV0106,U257,0
T005481,U355,2026-05-23T03:26:17.171300,7.4,-12.95213,-38.53868,DEV0660,M064,0
T005482,U130,2026-05-23T15:20:27.745150,362.19,-15.77622,-47.89222,DEV0051,M025,0
T005483,U256,2026-05-23T03:27:18.750543,2.26,-15.72544,-47.95987,DEV0335,M013,0
T005484,U033,2026-05-22T23:11:18.189392,51.67,-23.60129,-46.57203,DEV0344,M082,0
T005485,U199,2026-05-22T23:06:16.166920,26.47,-19.93062,-43.89981,DEV0648,U167,0
T005486,U109,2026-05-23T07:50:05.925423,60.13,-23.53182,-46.64868,DEV0512,M025,0
T005487,U289,2026-05-23T19:12:28.814126,3.11,-19.91053,-43.81727,DEV0015,M025,0
T005488,U302,2026-05-23T22:01:24.987727,79.02,-15.73217,-48.04776,DEV0503,M056,0
T005489,U341,2026-05-23T07:54:05.731539,3.93,-30.06953,-51.1943,DEV0179,U086,0
T005490,U439,2026-05-23T04:06:00.914302,74.99,-22.94233,-43.19374,DEV0055,M028,0
T005491,U016,2026-05-23T09:22:52.429641,32.93,-30.00338,-51.14171,DEV0274,M077,0
T005492,U381,2026-05-23T11:18:35.202642,100.59,-23.5668,-46.63843,DEV0084,U449,0
T005493,U417,2026-05-23T15:12:29.541500,2.93,-19.93643,-43.85777,DEV0727,M068,0
T005494,U348,2026-05-23T10:00:08.655226,198.78,-23.54183,-46.56951,DEV0118,M002,0
T005495,U043,2026-05-23T02:16:34.511910,78.45,-12.99505,-38.53327,DEV0218,M072,0
T005496,U176,2026-05-23T04:04:50.291691,422.59,-19.88575,-43.98251,DEV0689,M042,0
T005497,U488,2026-05-24T07:10:12.779206,9.44,-19.94219,-43.91681,DEV0061,M036,0
T005498,U303,2026-05-23T09:37:53.921617,5.13,-15.77602,-47.93239,DEV0446,M019,0
T005499,U253,2026-05-24T18:30:30.326198,655.6,-15.78977,-47.87738,DEV0578,M046,0
T005500,U375,2026-05-24T01:30:37.102339,236.55,-20.00078,-43.92389,DEV0418,U219,0
T005501,U221,2026-05-23T22:24:04.640675,20.11,-15.76544,-47.85747,DEV0408,M051,0
T005502,U325,2026-05-23T18:59:12.908658,138.54,-15.81539,-47.9167,DEV0236,U283,0
T005503,U336,2026-05-23T15:36:45.695487,10.09,-19.92949,-43.93053,DEV0637,M100,0
T005504,U013,2026-05-23T07:29:11.132176,116.35,-15.84271,-47.90346,DEV0563,U386,0
T005505,U001,2026-05-23T11:48:03.274916,305.68,-30.06565,-51.27236,DEV0436,M029,0
T005506,U475,2026-05-23T16:47:30.160233,16.87,-22.87537,-43.15887,DEV0414,M042,0
T005507,U003,2026-05-23T05:07:29.884724,3.07,-30.04684,-51.18762,DEV0122,M057,0
T005508,U455,2026-05-24T07:50:59.776637,28.3,-12.92189,-38.53474,DEV0374,U258,0
T005509,U184,2026-05-24T05:55:12.147548,56.0,-23.57898,-46.57335,DEV0076,U305,0
T005510,U111,2026-05-23T13:55:12.051278,176.72,-12.99978,-38.4497,DEV0518,M062,0
T005511,U144,2026-05-23T14:11:30.796195,49.46,-12.98297,-38.53419,DEV0641,M057,0
T005512,U211,2026-05-24T05:33:39.502363,1871.75,-23.60506,-46.6704,DEV0117,M096,1
T005513,U244,2026-05-23T17:01:36.077208,2.41,-12.85319,-38.56676,DEV0772,M067,0
T005514,U095,2026-05-23T18:21:28.133931,544.13,-23.53543,-46.61779,DEV0099,M062,0
T005515,U407,2026-05-23T02:40:40.430639,244.31,-23.53403,-46.63957,DEV0151,M064,0
T005516,U312,2026-05-23T01:08:31.566547,183.44,-19.99174,-43.90615,DEV0173,U159,0
T005517,U022,2026-05-23T16:14:01.754123,294.34,-25.36912,-49.30689,DEV0562,M093,0
T005518,U461,2026-05-23T12:28:55.040761,16.64,-22.89571,-43.26783,DEV0391,M098,0
T005519,U384,2026-05-23T12:30:14.825647,10.1,-29.98945,-51.19462,DEV0769,M049,0
T005520,U090,2026-05-23T00:48:44.094220,463.08,-19.93833,-43.82058,DEV0208,M034,0
T005521,U355,2026-05-23T04:45:43.385562,132.89,-13.01372,-38.53946,DEV0660,M098,0
T005522,U278,2026-05-23T20:45:48.696180,1248.51,-15.76156,-47.86849,DEV0107,M055,0
T005523,U140,2026-05-23T23:00:39.230263,135.76,-23.57647,-46.67414,DEV0120,M028,0
T005524,U107,2026-05-23T13:07:01.104525,19.68,-23.50392,-46.58817,DEV0453,M023,0
T005525,U457,2026-05-23T04:51:13.221626,1579.58,-30.00937,-51.27495,DEV0571,M002,0
T005526,U344,2026-05-23T03:28:54.383471,19.95,-25.32052,-49.19766,DEV0157,U323,0
T005527,U377,2026-05-22T23:22:56.905016,221.61,-23.55026,-46.5825,DEV0180,M004,0
T005528,U031,2026-05-24T11:17:24.131992,4.89,-25.35419,-49.31195,DEV0493,M036,0
T005529,U230,2026-05-23T08:37:36.515656,16.95,-15.85262,-47.93382,DEV0242,U393,0
T005530,U113,2026-05-23T13:18:11.722969,153.17,-23.50662,-46.67771,DEV0302,M014,0
T005531,U345,2026-05-23T19:03:16.679662,218.04,-23.52827,-46.64767,DEV0411,M065,0
T005532,U246,2026-05-24T08:49:20.760594,20.34,-25.44527,-49.22156,DEV0095,M086,0
T005533,U268,2026-05-23T07:00:04.587322,553.53,-23.5395,-46.70262,DEV0195,M043,0
T005534,U397,2026-05-24T04:22:24.735397,37.13,-30.09061,-51.16963,DEV0349,M061,0
T005535,U412,2026-05-23T06:00:14.082860,216.83,-25.45713,-49.22229,DEV0532,U194,0
T005536,U202,2026-05-23T08:16:11.394833,541.75,-25.52229,-49.22543,DEV0070,M050,0
T005537,U439,2026-05-23T08:38:03.322004,83.99,-22.89693,-43.11702,DEV0055,M026,0
T005538,U293,2026-05-23T11:05:33.276171,387.9,-23.56768,-46.62963,DEV0525,M044,0
T005539,U441,2026-05-23T08:25:51.732149,32.23,-23.55994,-46.62243,DEV0762,M068,0
T005540,U454,2026-05-23T00:26:09.915225,45.85,-30.00791,-51.22336,DEV0661,U442,0
T005541,U123,2026-05-23T19:10:17.914473,383.37,-19.84507,-43.88799,DEV0246,M060,1
T005542,U329,2026-05-23T17:24:15.100029,21.2,-25.4168,-49.25142,DEV0349,M032,0
T005543,U429,2026-05-23T17:04:18.777706,263.52,-23.47665,-46.72163,DEV0287,U290,0
T005544,U005,2026-05-23T10:41:37.900928,100.66,-25.42628,-49.29343,DEV0664,M038,0
T005545,U473,2026-05-22T23:00:42.880279,174.28,-13.02213,-38.50628,DEV0426,M019,0
T005546,U086,2026-05-23T18:18:46.229182,58.98,-23.44855,-46.62495,DEV0572,U471,0
T005547,U406,2026-05-23T06:32:48.631755,372.02,-30.038,-51.21869,DEV0007,M079,1
T005548,U030,2026-05-23T14:06:48.630537,49.67,-22.89207,-43.16601,DEV0217,U201,0
T005549,U470,2026-05-23T01:10:30.864706,2937.22,-30.01937,-51.17147,DEV0527,U219,1
T005550,U411,2026-05-24T01:22:16.246961,55.33,-22.88847,-43.13775,DEV0707,M040,0
T005551,U214,2026-05-23T19:13:19.943838,59.99,-12.90491,-38.46447,DEV0203,M086,0
T005552,U065,2026-05-23T08:27:45.340536,246.66,-15.85094,-47.99251,DEV0386,M044,0
T005553,U176,2026-05-23T04:26:48.580381,144.02,-19.89115,-43.95011,DEV0689,M080,0
T005554,U350,2026-05-23T10:41:23.327955,61965.6,-25.34715,-49.26761,DEV0696,M012,1
T005555,U373,2026-05-23T09:03:39.574443,256.76,-30.06217,-51.20947,DEV0244,M015,1
T005556,U299,2026-05-23T16:38:14.331779,81.9,-22.89613,-43.15051,DEV0320,U193,0
T005557,U439,2026-05-23T10:09:50.870090,12.74,-22.89341,-43.14029,DEV0055,M069,0
T005558,U196,2026-05-23T22:45:44.249588,67.03,-15.83771,-47.81111,DEV0653,U043,0
T005559,U405,2026-05-23T02:37:26.035099,97.77,-15.86207,-47.91883,DEV0469,M007,0
T005560,U499,2026-05-23T00:06:34.910612,30.94,-19.78345,-43.90303,DEV0020,U245,0
T005561,U115,2026-05-24T00:11:33.494394,99.08,-30.13901,-51.21083,DEV0253,M040,0
T005562,U370,2026-05-23T20:10:57.076061,11.21,-12.91816,-38.51788,DEV0431,M017,0
T005563,U184,2026-05-24T07:45:51.734087,70.96,-23.5034,-46.62318,DEV0076,U376,0
T005564,U313,2026-05-23T02:23:31.426130,27.35,-15.81282,-47.82919,DEV0410,U192,0
T005565,U360,2026-05-23T11:20:03.303422,65.17,-30.0643,-51.24938,DEV0616,M063,0
T005566,U490,2026-05-23T10:39:24.041870,69.26,-30.03333,-51.17195,DEV0302,U025,0
T005567,U349,2026-05-23T14:27:57.676788,35.79,-30.02409,-51.15403,DEV0228,M022,0
T005568,U182,2026-05-23T08:26:07.236650,522.32,-15.76642,-47.97435,DEV0397,M067,0
T005569,U485,2026-05-23T14:12:26.540817,109.03,-23.53592,-46.56833,DEV0432,M067,0
T005570,U343,2026-05-24T02:14:50.616962,47.17,-23.50602,-46.59961,DEV0478,M056,0
T005571,U111,2026-05-23T14:17:42.429248,41.16,-12.9991,-38.49796,DEV0518,M067,0
T005572,U214,2026-05-23T19:27:20.738218,1.04,-12.94044,-38.47689,DEV0203,M022,0
T005573,U199,2026-05-23T02:49:15.719022,143.22,-19.99781,-43.98535,DEV0648,U134,0
T005574,U012,2026-05-23T20:18:21.416829,15.12,-29.97597,-51.14968,DEV0190,M100,0
T005575,U186,2026-05-23T06:50:44.288216,132.76,-25.46583,-49.13024,DEV0506,U165,0
T005576,U128,2026-05-24T10:28:43.636495,4.4,-15.81883,-47.89661,DEV0471,U211,0
T005577,U198,2026-05-23T18:06:02.384404,3.05,-12.87468,-38.5449,DEV0029,U393,0
T005578,U062,2026-05-23T18:52:06.447326,95.59,-29.89614,-51.10357,DEV0374,M021,0
T005579,U297,2026-05-23T19:50:12.468354,20.87,-23.59042,-46.56878,DEV0748,M051,0
T005580,U051,2026-05-23T11:02:29.178285,1035.77,-30.07306,-51.22967,DEV0699,M010,0
T005581,U420,2026-05-23T10:18:47.833666,3.65,-23.57885,-46.62162,DEV0359,M069,0
T005582,U334,2026-05-23T16:51:56.701590,2.74,-22.91643,-43.18351,DEV0089,M064,0
T005583,U364,2026-05-23T10:51:49.710610,67.65,-15.77834,-47.92609,DEV0051,M069,0
T005584,U303,2026-05-23T11:23:43.951208,16.66,-15.72833,-47.91904,DEV0446,U317,0
T005585,U173,2026-05-23T01:50:11.932797,93.46,-20.03407,-43.96098,DEV0413,M094,0
T005586,U017,2026-05-23T11:22:28.815208,31.92,-25.37894,-49.34954,DEV0014,M068,0
T005587,U413,2026-05-23T03:50:08.647880,272.17,-15.72536,-47.89424,DEV0256,M037,0
T005588,U408,2026-05-22T19:22:04.519693,65.97,-12.93096,-38.4548,DEV0548,M029,0
